0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.07,0.09,0.11,0.11,0.09,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.23,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.23,0.16,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.14,0.28,0.28,0.23,0.18,0.15,0.13,0.11,0.11,0.11,0.11,0.13,0.15,0.18,0.23,0.28,0.28,0.14,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.28,0.32,0.21,0.14,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.14,0.21,0.32,0.28,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.32,0.24,0.13,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.13,0.24,0.32,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.24,0.20,0.11,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.20,0.24,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.33,0.18,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10,0.08,0.06,0.04,0.04,0.05,0.06,0.08,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.18,0.33,0.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0,0.10,0.32,0.19,0.11,0.11,0.11,0.11,0.11,0.09,0.04,0.01,0,0,0,0,0,0,0,0,0.01,0.04,0.09,0.11,0.11,0.11,0.11,0.11,0.19,0.32,0.10,0,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0.04,0.31,0.21,0.11,0.11,0.11,0.11,0.10,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.10,0.11,0.11,0.11,0.11,0.21,0.31,0.04,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0,0.25,0.26,0.11,0.11,0.11,0.11,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.11,0.11,0.11,0.11,0.26,0.25,0,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0,0.13,0.32,0.13,0.11,0.11,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.11,0.11,0.11,0.13,0.32,0.13,0,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0.02,0.31,0.19,0.11,0.11,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.11,0.11,0.11,0.19,0.31,0.02,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0,0.18,0.27,0.11,0.11,0.11,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0.11,0.11,0.27,0.18,0,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0.03,0.30,0.05,0.11,0.11,0.10,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.10,0.11,0.11,0.05,0.30,0.03,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0,0.17,0.21,0.11,0.11,0.11,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.11,0.11,0.11,0.21,0.17,0,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0.03,0.27,0.12,0.11,0.11,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0.11,0.12,0.27,0.03,0,0,0,0,0,0,,,,
0,0,0,0,0,0,0.16,0.21,0.10,0.10,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.10,0.10,0.21,0.16,0,0,0,0,0,0,,,,
0,0,0,0,0,0.02,0.27,0.12,0.10,0.10,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.10,0.10,0.12,0.27,0.02,0,0,0,0,0,,,,
0,0,0,0,0,0.11,0.15,0.10,0.10,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0.10,0.10,0.15,0.11,0,0,0,0,0,,,,
0,0,0,0,0.01,0.19,0.08,0.09,0.10,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.10,0.09,0.08,0.19,0.01,0,0,0,0,,,,
0,0,0,0,0.11,0.14,0.06,0.07,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.07,0.06,0.14,0.11,0,0,0,0,,,,
0,0,0,0.01,0.18,0.07,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.06,0.06,0.07,0.18,0.01,0,0,0,,,,
0,0,0,0.06,0.09,0.06,0.06,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0.06,0.09,0.06,0,0,0,,,,
0,0,0.01,0.09,0.02,0.05,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.06,0.05,0.02,0.09,0.01,0,0,,,,
0,0,0.06,0.06,0.03,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.03,0.06,0.06,0,0,,,,
